TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
NIPPUR 4888,1792,Rim-Sin,31,7,15,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07694A,-,P262698,-,"Robertson diss. p. 238, CBS 7694",-,,https://cdli.earth/artifacts/262698
NIPPUR 4826,1792,Rim-Sin,31,7,16,"CRH (Purchase, Animals)",Nippur's CRH (Penn Excav.),Administrative - receipt,,,-,-,CBS 07517,-,P262518,-,"Robertson diss. p. 193, CBS 7517",-,,https://cdli.earth/artifacts/262518
NIPPUR 4827,1792,Rim-Sin,31,7,16,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07518,-,P262519,-,"Robertson diss. p. 269, CBS 07518",-,,https://cdli.earth/artifacts/262519
NIPPUR 104,1792,Rim-Sin,31,7,17,"CRH (Expenditures, Guennakkum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07506,T2605,P262607,CBS 7506,"JCS 36 184-185, CBS 7506","CBS 7506 (Robertson JCS 36, p. 171)",https://www.archibab.fr/texte/2605,https://cdli.earth/artifacts/262607
NIPPUR 4786,1792,Rim-Sin,31,7,17,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07446,-,P262447,-,"Robertson diss. p. 239, CBS 7446",-,,https://cdli.earth/artifacts/262447
NIPPUR 4886,1792,Rim-Sin,31,7,18,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07685,-,P262687,-,Robertson diss. p. 219 CBS 7685,-,,https://cdli.earth/artifacts/262687
NIPPUR 373,1792,Rim-Sin,31,7,19,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2025,T23547,P512699,HS 2025,TMH 10 170,TMH 10 170,https://www.archibab.fr/texte/23547,https://cdli.earth/artifacts/512699
NIPPUR 4868,1792,Rim-Sin,31,7,20,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07641,-,P262642,-,"Robertson diss. p. 270, CBS 07641",-,,https://cdli.earth/artifacts/262642
NIPPUR 3958,1792,Rim-Sin,31,7,22,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,UM 29-15-936,-,P256577,-,"UM 29 diss. p. 246, -15-936",-,,https://cdli.earth/artifacts/256577
NIPPUR 4854,1792,Rim-Sin,31,7,22,"CRH (Expenditures, Labor)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07578,-,P262579,-,"Robertson diss. p. 345, CBS 7578",-,,https://cdli.earth/artifacts/262579
NIPPUR 4773,1792,Rim-Sin,31,7,24,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07410,-,P262411,-,"Robertson diss. p. 271, CBS 07410",-,,https://cdli.earth/artifacts/262411
NIPPUR 101,1792,Rim-Sin,31,7,25,"CRH (Expenditures, Guennakkum)",Nippur's CRH (Penn Excav.),Administrative - expenditures,,,-,-,CBS 07110,T2611,P262149,CBS 7110,"JCS 36 186-187, CBS 7110","CBS 7110 (Robertson JCS 36, p. 176)",https://www.archibab.fr/texte/2611,https://cdli.earth/artifacts/262149
NIPPUR 4818,1792,Rim-Sin,31,7,25,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07503,-,P262505,-,"Robertson diss. p. 272, CBS 07503",-,,https://cdli.earth/artifacts/262505
NIPPUR 4836,1792,Rim-Sin,31,7,25,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07534,-,P262535,-,"Robertson diss. p. 272, CBS 07534",-,,https://cdli.earth/artifacts/262535
NIPPUR 333,1792,Rim-Sin,31,7,26,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,HS 2032,T23507,P512659,HS 2032,TMH 10 130,TMH 10 130,https://www.archibab.fr/texte/23507,https://cdli.earth/artifacts/512659
NIPPUR 355,1792,Rim-Sin,31,7,26,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2023,T23529,P512681,HS 2023,TMH 10 152,TMH 10 152,https://www.archibab.fr/texte/23529,https://cdli.earth/artifacts/512681
NIPPUR 4796,1792,Rim-Sin,31,7,30,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07465,-,P262466,-,"Robertson diss. p. 273, CBS 07465",-,,https://cdli.earth/artifacts/262466
NIPPUR 4831,1792,Rim-Sin,31,7,30,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07524,-,P262525,-,"Robertson diss. p. 273, CBS 07524",-,,https://cdli.earth/artifacts/262525
NIPPUR 372,1792,Rim-Sin,31,7,4,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2022,T23546,P512698,HS 2022,TMH 10 169,TMH 10 169,https://www.archibab.fr/texte/23546,https://cdli.earth/artifacts/512698
UR 1329,1792,Rim-Sin,31,8, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - arua,,,U 16060a,-,IM 057589,T12875,P415691,IM 57589 = U.16060a,UET 5 821,UET 5 821,https://www.archibab.fr/texte/12875,https://cdli.earth/artifacts/415691
UR 874,1792,Rim-Sin,31,8, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (shu-la),,,U 16597i,"1953-04-11, 0145",BM 131310,T12372,P415247,"BM 131310 = 1953-04-11, 145 = U.16597i",UET 5 365,UET 5 365,https://www.archibab.fr/texte/12372,https://cdli.earth/artifacts/415247
UR 922,1792,Rim-Sin,31,8, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Claim (wool),,,U 16594e,"1953-04-11, 0157",BM 131322,T12417,P415291,"BM 131322 = 1953-04-11, 157 = U.16594e",UET 5 413,UET 5 413,https://www.archibab.fr/texte/12417,https://cdli.earth/artifacts/415291
NIPPUR 4802,1792,Rim-Sin,31,ki 2 gu4-si-su,04,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07476,-,P262477,-,"Robertson diss. p. 107, CBS 7476",-,,https://cdli.earth/artifacts/262477
NIPPUR 4853,1792,Rim-Sin,31,ki 2 gu4-si-su,06,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07575,-,P262576,-,"Robertson diss. p. 107, CBS 7575",-,,https://cdli.earth/artifacts/262576
NIPPUR 11077,1792,Rim-Sin,31,ki 2 gu4-si-su,08,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01770,-,P499456,-,"Robertson diss. p. 107, Ist Ni 1770",-,,https://cdli.earth/artifacts/499456
NIPPUR 11078,1792,Rim-Sin,31,ki 2 gu4-si-su,10,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01746,-,P499457,-,"Robertson diss. p. 107, Ist Ni 1746",-,,https://cdli.earth/artifacts/499457
NIPPUR 4847,1792,Rim-Sin,31,ki 2 gu4-si-su,11,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07562,-,P262563,-,"Robertson diss. p. 107, CBS 7562",-,,https://cdli.earth/artifacts/262563
NIPPUR 4855,1792,Rim-Sin,31,ki 2 gu4-si-su,15,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07587,-,P262588,-,"Robertson diss. p. 107, CBS 7587",-,,https://cdli.earth/artifacts/262588
NIPPUR 11079,1792,Rim-Sin,31,ki 2 gu4-si-su,16,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01769,-,P499458,-,"Robertson diss. p. 110, Ist Ni 1769",-,,https://cdli.earth/artifacts/499458
NIPPUR 11080,1792,Rim-Sin,31,ki 2 gu4-si-su,24,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01777,-,P499459,-,"Robertson diss. p. 110, Ist Ni 1777",-,,https://cdli.earth/artifacts/499459
NIPPUR 11081,1792,Rim-Sin,31,ki 2 gu4-si-su,27,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01734,-,P499460,-,"Robertson diss. p. 110, Ist Ni 1734",-,,https://cdli.earth/artifacts/499460
NIPPUR 4883,1792,Rim-Sin,31,ki 2 gu4-si-su,28,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07680,-,P262681,-,"Robertson diss. p. 110, CBS 7680",-,,https://cdli.earth/artifacts/262681
NIPPUR 4832,1792,Rim-Sin,31,ki 2 gu4-si-su,30,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07526,-,P262527,-,"Robertson diss. p. 110, CBS 7526",-,,https://cdli.earth/artifacts/262527
NIPPUR 11070,1792,Rim-Sin,31,ki 2 NE-NE-gar,18,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,Ist Ni 01705,-,P499428,-,"Robertson diss. p. 264, Ist Ni 1705",-,,https://cdli.earth/artifacts/499428
NIPPUR 4808,1792,Rim-Sin,31,ki 2 NE-NE-gar,21,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07485,-,P262486,-,"Robertson diss. p. 264, CBS 07485",-,,https://cdli.earth/artifacts/262486
NIPPUR 4787,1792,Rim-Sin,31,ki 2 NE-NE-gar,22,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07447,-,P262448,-,"Robertson diss. p. 265, CBS 07447",-,,https://cdli.earth/artifacts/262448
NIPPUR 4798,1792,Rim-Sin,31,ki 2 NE-NE-gar,25,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07468,-,P262469,-,"Robertson diss. p. 266, CBS 07468",-,,https://cdli.earth/artifacts/262469
NIPPUR 3947,1792,Rim-Sin,31,ki 2 NE-NE-gar,26,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,UM 29-15-887,-,P256564,-,"UM 29 diss. p. 244, -15-887",-,,https://cdli.earth/artifacts/256564
NIPPUR 4823,1792,Rim-Sin,31,ki 2 sig4-a,23,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07513,-,P262514,-,"Robertson diss. p. 113, CBS 7513",-,,https://cdli.earth/artifacts/262514
NIPPUR 4869,1792,Rim-Sin,31,ki 2 sig4-a,25,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07643,-,P262644,-,"Robertson diss. p. 113, CBS 7643",-,,https://cdli.earth/artifacts/262644
NIPPUR 4867,1792,Rim-Sin,31,ki 2 sig4-a,30,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07640,-,P262641,-,"Robertson diss. p. 113, CBS 7640",-,,https://cdli.earth/artifacts/262641
NIPPUR 4873,1792,Rim-Sin,31,ki 2 szu-numun-a,17,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07651,-,P262652,-,"Robertson diss. p. 232, CBS 7651",-,,https://cdli.earth/artifacts/262652
NIPPUR 4846,1792,Rim-Sin,31,ki 3 gu4-si-su,02,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07561,-,P262562,-,"Robertson diss. p. 110, CBS 7561",-,,https://cdli.earth/artifacts/262562
NIPPUR 11082,1792,Rim-Sin,31,ki 3 gu4-si-su,08,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,Ist Ni 01719,-,P499461,-,"Robertson diss. p. 110, Ist Ni 1719",-,,https://cdli.earth/artifacts/499461
NIPPUR 4845,1792,Rim-Sin,31,ki 3 kin-{d}inanna,20,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07553,-,P262554,-,"Robertson diss. p. 235, CBS 7553",-,,https://cdli.earth/artifacts/262554
NIPPUR 4851,1792,Rim-Sin,31,ki 3 NE-NE-gar,14,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07573,-,P262574,-,"Robertson diss. p. 233, CBS 7573",-,,https://cdli.earth/artifacts/262574
NIPPUR 4834,1792,Rim-Sin,31,ki 3 NE-NE-gar,22,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07531,-,P262532,-,"Robertson diss. p. 233, CBS 7531",-,,https://cdli.earth/artifacts/262532
NIPPUR 4804,1792,Rim-Sin,31,ki 3 NE-NE-gar,24,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07480,-,P262481,-,"Robertson diss. p. 253, CBS 07480",-,,https://cdli.earth/artifacts/262481
NIPPUR 4857,1792,Rim-Sin,31,ki 3 sig4-a,08,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07603,-,P262604,-,"Robertson diss. p. 116, CBS 7603",-,,https://cdli.earth/artifacts/262604
NIPPUR 4864,1792,Rim-Sin,31,ki 3 sig4-a,09,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07632,-,P262633,-,"Robertson diss. p. 116, CBS 7632",-,,https://cdli.earth/artifacts/262633
NIPPUR 4825,1792,Rim-Sin,31,ki 3 sig4-a,15,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07515,-,P262516,-,"Robertson diss. p. 116, CBS 7515",-,,https://cdli.earth/artifacts/262516
NIPPUR 4830,1792,Rim-Sin,31,ki 3 sig4-a,18,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07523,-,P262524,-,"Robertson diss. p. 116, CBS 7523",-,,https://cdli.earth/artifacts/262524
NIPPUR 4859,1792,Rim-Sin,31,ki 3 sig4-a,18,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07622,-,P262623,-,"Robertson diss. p. 116, CBS 7622",-,,https://cdli.earth/artifacts/262623
NIPPUR 4838,1792,Rim-Sin,31,ki 3 sig4-a,22,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07538,-,P262539,-,"Robertson diss. p. 116, CBS 7538",-,,https://cdli.earth/artifacts/262539
NIPPUR 4875,1792,Rim-Sin,31,ki 3 sig4-a,23,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07658,-,P262659,-,"Robertson diss. p. 116, CBS 7658",-,,https://cdli.earth/artifacts/262659
NIPPUR 4850,1792,Rim-Sin,31,ki 3 sig4-a,24,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07572,-,P262573,-,"Robertson diss. p. 116, CBS 7572",-,,https://cdli.earth/artifacts/262573
NIPPUR 4880,1792,Rim-Sin,31,ki 3 sig4-a,26,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07666,-,P262667,-,"Robertson diss. p. 116, CBS 7666",-,,https://cdli.earth/artifacts/262667
NIPPUR 4852,1792,Rim-Sin,31,ki 3 sig4-a,28,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07574,-,P262575,-,"Robertson diss. p. 116, CBS 7574",-,,https://cdli.earth/artifacts/262575
NIPPUR 4865,1792,Rim-Sin,31,ki 3 sig4-a,30,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07636,-,P262637,-,"Robertson diss. p. 116, CBS 7636",-,,https://cdli.earth/artifacts/262637
NIPPUR 4791,1792,Rim-Sin,31,ki 4 NE-NE-gar,06,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07456,-,P262457,-,"Robertson diss. p. 233, CBS 7456",-,,https://cdli.earth/artifacts/262457
NIPPUR 4878,1792,Rim-Sin,31,ki 4 sig4-a,16,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07661,-,P262662,-,"Robertson diss. p. 119, CBS 7661",-,,https://cdli.earth/artifacts/262662
NIPPUR 4884,1792,Rim-Sin,31,ki 4 sig4-a,18,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07682,-,P262683,-,"Robertson diss. p. 119, CBS 7682",-,,https://cdli.earth/artifacts/262683
NIPPUR 4874,1792,Rim-Sin,31,ki 4 sig4-a,21,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07656,-,P262657,-,"Robertson diss. p. 119, CBS 7656",-,,https://cdli.earth/artifacts/262657
NIPPUR 4863,1792,Rim-Sin,31,ki 5 GAN-GAN-e3,7,"CRH (Administrative, Unpublished)",unpublished,Administrative - Expenditures (barley),,,-,-,CBS 07631,-,P262632,-,-,-,,https://cdli.earth/artifacts/262632
NIPPUR 4858,1792,Rim-Sin,31,ki 6 sig4-a,02,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07609,-,P262610,-,"Robertson diss. p. 119, CBS 7609",-,,https://cdli.earth/artifacts/262610
NIPPUR 4882,1792,Rim-Sin,31,ki 8 kin-{d}inanna,14,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07678,-,P262679,-,ASJ 05 150,-,,https://cdli.earth/artifacts/262679
NIPPUR 4833,1792,Rim-Sin,31,ki 9 kin-{d}inanna,01,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07528,-,P262529,-,"Robertson diss. p. 310, CBS 07528",-,,https://cdli.earth/artifacts/262529
NIPPUR 4885,1792,Rim-Sin,31,ki n NE-NE-gar,23,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (animals and seed),,,-,-,CBS 07682a,-,P262684,-,"Robertson diss. p. 266, CBS 07682a",-,,https://cdli.earth/artifacts/262684
NIPPUR 8380,1792,-,-,-,-,TA - House I?,Nippur (unprov),Legal - Land Exchange,,,-,-,Ist Ni 01687,-,P313151,-,ARN 030,-,,https://cdli.earth/artifacts/313151
UR 3411*,1792,-,-,-, -,Legal (Work hire),"Ur's Neighborhood (AH), Church Lane 13?",Legal - Work hire,,,,,,T13054,,"BM 131278 = 1953-04-11, 113",UET 5 245,UET 5 245,https://www.archibab.fr/texte/13054,
UR 737,1791,Rim-Sin,32,-, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Surplus (allotments),,,U 17249.09,-,UM 52-30-114,T13041,P415114,"UM 52-30-114 = U.17249,9",UET 5 226,UET 5 226,https://www.archibab.fr/texte/13041,https://cdli.earth/artifacts/415114
UR 913,1791,Rim-Sin,32,-, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Surplus (allotments),,,U 16594a,-,IM 057371,T12408,P415282,IM 57371 = U.16594a,UET 5 404,UET 5 404,https://www.archibab.fr/texte/12408,https://cdli.earth/artifacts/415282
NIPPUR 2702,1791,Rim-Sin,32,-,2,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04671,-,P230720,-,"PBS 08 /1, 066",-,,https://cdli.earth/artifacts/230720
NIPPUR 4410,1791,Rim-Sin,32,-,26,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 03382,-,P259755,-,"PBS 08 /1, 057",-,,https://cdli.earth/artifacts/259755
UR 1514,1791,Rim-Sin,32,10,30,Nanna-imah,Ur (unprov),Legal - prebend purchase,,,-,-,YBC 05415,T6284,P292718,YBC 5415,YOS 08 130,YOS 8 130,https://www.archibab.fr/texte/6284,https://cdli.earth/artifacts/292718
UR 1515,1791,Rim-Sin,32,10,30,Nanna-imah,Ur (unprov),Legal - prebend purchase,,,-,-,YBC 05417,T6287,P290090,YBC 5417,YOS 08 131,YOS 8 131,https://www.archibab.fr/texte/6287,https://cdli.earth/artifacts/290090
NIPPUR 202,1791,Rim-Sin,32,11, -,TB - House W?: Lu-Illabrat?,"Nippur (TIM 4, purchased by S. David)",Legal - Adoption,,,-,-,IM 010893,T25342,P223277,IM 10893,TIM 04 14,TIM 4 14,https://www.archibab.fr/texte/25342,https://cdli.earth/artifacts/223277
UR 856,1791,Rim-Sin,32,11,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 17249.36,"1953-04-11, 0135",BM 131300,T12355,P415229,"BM 131300 = 1953-04-11, 135 = U.17249,36",UET 5 347,UET 5 347,https://www.archibab.fr/texte/12355,https://cdli.earth/artifacts/415229
UR 1093,1791,Rim-Sin,32,12, -,"Administrative (expenditures, barley)","Ur's Neighborhood (AH), Paternoster Row 8-10",Administrative - expenditure (barley),,,U 16828c,-,UM 52-30-204,T12647,P415459,UM 52-30-204 = U.16828C,UET 5 585,UET 5 585,https://www.archibab.fr/texte/12647,https://cdli.earth/artifacts/415459
UR 857,1791,Rim-Sin,32,12,-,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 17249.59,"1953-04-11, 0136",BM 131301,T12356,P415230,"BM 131301 = 1953-04-11, 136 = U.17249,59",UET 5 348,UET 5 348,https://www.archibab.fr/texte/12356,https://cdli.earth/artifacts/415230
UR 912,1791,Rim-Sin,32,12, -,"Shumi-abum, ugula damgar","Ur's Extra-mural (EM), Quiet Street 5 or 7",Legal - Claim (sesame),,,U 17249.28,-,IM 057370,T12407,P415281,"IM 57370 = U.17249,28",UET 5 403,UET 5 403,https://www.archibab.fr/texte/12407,https://cdli.earth/artifacts/415281
UR 1489,1791,Rim-Sin,32,12,30,Administrative (expenditures),"Ur (unprov., 1919)",Administrative - expenditures,,,-,-,YBC 04797,T22815,P305942,YBC 4797,YOS 05 95,YOS 5 95,https://www.archibab.fr/texte/22815,https://cdli.earth/artifacts/305942
UR 819,1791,Rim-Sin,32,2,1,Legal (loan),"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Loan (silver),,,U 16828d,-,IM 057329,T12326,P415193,IM 57329 = U.16828D,UET 5 310,UET 5 310,https://www.archibab.fr/texte/12326,https://cdli.earth/artifacts/415193
UR 637,1791,Rim-Sin,32,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Reimbursement,,,U 16596a,-,IM 057235,T12978,P415022,IM 57235 = U.16596a,UET 5 126,UET 5 126,https://www.archibab.fr/texte/12978,https://cdli.earth/artifacts/415022
UR 1138,1791,Rim-Sin,32,5, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - Delivery (dairy),,,U 16061l,-,UM 52-30-214,T12689,P415502,UM 52-30-214 = U.16061l,UET 5 630,UET 5 630,https://www.archibab.fr/texte/12689,https://cdli.earth/artifacts/415502
UR 914,1791,Rim-Sin,32,6,1,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",legal - debt note,,,U 16595d,-,UM 52-30-160,T12410,P415283,UM 52-30-160 = U.16595d,UET 5 405,UET 5 405,https://www.archibab.fr/texte/12410,https://cdli.earth/artifacts/415283
UR 820,1791,Rim-Sin,32,7, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane no. 3",Legal - Claim (allotments),,,U 17249.22,-,UM 52-30-134,T12327,P415194,"UM 52-30-134 = U.17249,22",UET 5 311,UET 5 311,https://www.archibab.fr/texte/12327,https://cdli.earth/artifacts/415194
UR 638,1791,Rim-Sin,32,7,22,legal (partnership),"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Partnership,,,U 16828f,-,IM 057236,T12979,P415023,IM 57236 = U.16828F,UET 5 127,UET 5 127,https://www.archibab.fr/texte/12979,https://cdli.earth/artifacts/415023
UR 1477,1791,Rim-Sin,32,8, -,Administrative (receipt),"Ur (unprov., 1919)",Administrative - Delivery (silver),,,-,-,YBC 04818,T22804,P305963,YBC 4818,YOS 05 83,YOS 5 83,https://www.archibab.fr/texte/22804,https://cdli.earth/artifacts/305963
UR 1330,1791,Rim-Sin,32,9, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061f,-,IM 057590,T12876,P415692,IM 57590 = U.16061f,UET 5 822,UET 5 822,https://www.archibab.fr/texte/12876,https://cdli.earth/artifacts/415692
UR 1331,1791,Rim-Sin,32,9, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061a,-,IM 057591,T12877,P415693,IM 57591 = U.16061a,UET 5 823,UET 5 823,https://www.archibab.fr/texte/12877,https://cdli.earth/artifacts/415693
UR 1332,1791,Rim-Sin,32,9, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061b,-,IM 057592,T12878,P415694,IM 57592 = U.16061b,UET 5 824,UET 5 824,https://www.archibab.fr/texte/12878,https://cdli.earth/artifacts/415694
UR 821,1791,Rim-Sin,32,9, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16596c ?,-,UM 52-30-135,T12328,P415195,UM 52-30-135 = U.16596f,UET 5 312,UET 5 312,https://www.archibab.fr/texte/12328,https://cdli.earth/artifacts/415195
