TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
NIPPUR 4800,1791,Rim-Sin,32,ki 8 kin-{d}inanna,09,"CRH (Expenditures, Asses of Enlil)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07470,-,P262471,-,"Robertson diss. p. 343, CBS 7470",-,,https://cdli.earth/artifacts/262471
UR 1333,1790,Rim-Sin,33,-, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061.2,-,IM 057593,T12880,P415695,"IM 57593 = U.16061,2",UET 5 825,UET 5 825,https://www.archibab.fr/texte/12880,https://cdli.earth/artifacts/415695
UR 1334,1790,Rim-Sin,33,-, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16507a,-,IM 057594,T12881,P415696,IM 57594 = U.16507a,UET 5 826,UET 5 826,https://www.archibab.fr/texte/12881,https://cdli.earth/artifacts/415696
NIPPUR 4531,1790,Rim-Sin,33,-,4,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04654,-,P260945,-,"PBS 08 /1, 050",-,,https://cdli.earth/artifacts/260945
UR 738,1790,Rim-Sin,33,1, -,Mar-ersetim (and Ya'a),"Ur's Neighborhood (AH), Church Lane 2",Legal - Boat sale,,,U 16057a,-,UM 52-30-115,T13042,P415115,UM 52-30-115 = U.16057a,UET 5 227,UET 5 227,https://www.archibab.fr/texte/13042,https://cdli.earth/artifacts/415115
UR 823,1790,Rim-Sin,33,10,21,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane no. 3",Legal - Loan (shu-la),,,U 16592b,-,UM 52-30-137,T12330,P415197,UM 52-30-137 = U.16592b,UET 5 314,UET 5 314,https://www.archibab.fr/texte/12330,https://cdli.earth/artifacts/415197
UR 824,1790,Rim-Sin,33,10,21,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (shu-la),,,U 16592d,-,UM 52-30-138,T12331,P415198,UM 52-30-138 = U.16592d,UET 5 315,UET 5 315,https://www.archibab.fr/texte/12331,https://cdli.earth/artifacts/415198
NIPPUR 4803,1790,Rim-Sin,33,11,-,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (textiles),,,-,-,CBS 07479,-,P262480,-,"ASJ 05 161, CBS 7479",-,,https://cdli.earth/artifacts/262480
UR 1516,1790,Rim-Sin,33,12,-,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,YBC 05353,T11112,P293283,YBC 5353,YOS 08 132,YOS 8 132,https://www.archibab.fr/texte/11112,https://cdli.earth/artifacts/293283
UR 862,1790,Rim-Sin,33,12, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16597g,"1953-04-11, 0141",BM 131306,T12361,P415235,"BM 131306 = 1953-04-11, 141 = U.16597g",UET 5 353,UET 5 353,https://www.archibab.fr/texte/12361,https://cdli.earth/artifacts/415235
UR 893,1790,Rim-Sin,33,12,1,Warad-Sin,"Ur's Neighborhood (AH), House no 1",Legal - Loan (shu-la),,,U 16591,"1953-04-11, 0150",BM 131315,T12390,P415264,"BM 131315 = 1953-04-11, 150 = U.16591",UET 5 384,UET 5 384,https://www.archibab.fr/texte/12390,https://cdli.earth/artifacts/415264
UR 535,1790,Rim-Sin,33,12,30,Legal (Work hire),Ur's neighborhood (AH)?,Legal - Work hire,,,-,-,IM 057293,T13049,P415126,IM 57293,UET 5 239,UET 5 239,https://www.archibab.fr/texte/13049,https://cdli.earth/artifacts/415126
UR 942,1790,Rim-Sin,33,12,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - payment (silver),,,U 17249.35,-,IM 057386,T12500,P415310,"IM 57386 = U.17249,35",UET 5 433,UET 5 433,https://www.archibab.fr/texte/12500,https://cdli.earth/artifacts/415310
UR 858,1790,Rim-Sin,33,2,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16597b,"1953-04-11, 0137",BM 131302,T12357,P415231,"BM 131302 = 1953-04-11, 137 = U.16597b",UET 5 349,UET 5 349,https://www.archibab.fr/texte/12357,https://cdli.earth/artifacts/415231
NIPPUR 224,1790,Rim-Sin,33,3, -,TA - House K?: Ninlil-Zimu,Nippur (Hilprecht),Legal - Inheritance,,,-,-,HS 2402,T23287,P504409,-,TMH 10 16,TMH 10 16,https://www.archibab.fr/texte/23287,https://cdli.earth/artifacts/504409
NIPPUR 284,1790,Rim-Sin,33,3, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Credit (silver),,,-,-,HS 2168,T23450,P512607,HS 2168,TMH 10 74,TMH 10 74,https://www.archibab.fr/texte/23450,https://cdli.earth/artifacts/512607
UR 859,1790,Rim-Sin,33,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16592f,"1953-04-11, 0138",BM 131303,T12358,P415232,"BM 131303 = 1953-04-11, 138 = U.16592f",UET 5 350,UET 5 350,https://www.archibab.fr/texte/12358,https://cdli.earth/artifacts/415232
UR 860,1790,Rim-Sin,33,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 17249.56,"1953-04-11, 0139",BM 131304,T12360,P415233,"BM 131304 = 1953-04-11, 139 = U.17249,56",UET 5 351,UET 5 351,https://www.archibab.fr/texte/12360,https://cdli.earth/artifacts/415233
UR 927,1790,Rim-Sin,33,5, -,Legal (loan),UR (UET 5),Legal - Loan (shu-la) ,,,U -,-,UM 52-30-163,T12422,P415296,UM 52-30-163,UET 5 418,UET 5 418,https://www.archibab.fr/texte/12422,https://cdli.earth/artifacts/415296
UR 993,1790,Rim-Sin,33,5, -,Mannum-kima-Shamash,"Ur's Neighborhood (AH), Old Street 1",Administrative - Delivery (barley),,,U 16524a,-,IM 057414,T12550,P415359,IM 57414 = U.16524a,UET 5 484,UET 5 484,https://www.archibab.fr/texte/12550,https://cdli.earth/artifacts/415359
NIPPUR 357,1790,Rim-Sin,33,6, -,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2051,T23531,P512683,HS 2051,TMH 10 154,TMH 10 154,https://www.archibab.fr/texte/23531,https://cdli.earth/artifacts/512683
NIPPUR 4005,1790,Rim-Sin,33,6,-,"CRH (Administrative, Unpublished)",Nippur (Penn excavations),Administrative,,,-,-,UM 29-16-070,-,P256676,-,-,-,,https://cdli.earth/artifacts/256676
UR 903,1790,Rim-Sin,33,6, -,Sin-imgur,UR (UET 5),Legal - Loan (dates),,,-,-,IM 057369,T12399,P415273,IM 57369,UET 5 394,UET 5 394,https://www.archibab.fr/texte/12399,https://cdli.earth/artifacts/415273
UR 915,1790,Rim-Sin,33,6, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Delivery (barley),,,U 16595c,"1953-04-11, 0155",BM 131320,T12411,P415284,"BM 131320 = 1953-04-11, 155 = U.16595c",UET 5 406,UET 5 406,https://www.archibab.fr/texte/12411,https://cdli.earth/artifacts/415284
NIPPUR 375,1790,Rim-Sin,33,6,19,"CRH (Expenditures, Labor)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2049,T23549,P512701,HS 2049,TMH 10 172,TMH 10 172,https://www.archibab.fr/texte/23549,https://cdli.earth/artifacts/512701
NIPPUR 374,1790,Rim-Sin,33,6,24,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.),Administrative - expenditure (fodder),,,-,-,HS 2056,T23548,P512700,HS 2056,TMH 10 171,TMH 10 171,https://www.archibab.fr/texte/23548,https://cdli.earth/artifacts/512700
NIPPUR 358,1790,Rim-Sin,33,6,28,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2053,T23532,P512684,HS 2053,TMH 10 155,TMH 10 155,https://www.archibab.fr/texte/23532,https://cdli.earth/artifacts/512684
NIPPUR 359,1790,Rim-Sin,33,6,3,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2047,T23533,P512685,HS 2047,TMH 10 156,TMH 10 156,https://www.archibab.fr/texte/23533,https://cdli.earth/artifacts/512685
UR 908,1790,Rim-Sin,33,6,30,Sin-imgur,UR (UET 5),Legal - Loan (dates),,,U -,"1953-04-11, 0151",BM 131316,T12404,P415278,"BM 131316 = 1953-04-11, 151",UET 5 399,UET 5 399,https://www.archibab.fr/texte/12404,https://cdli.earth/artifacts/415278
NIPPUR 336,1790,Rim-Sin,33,6,6,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,HS 2029,T23510,P512662,HS 2029,TMH 10 133,TMH 10 133,https://www.archibab.fr/texte/23510,https://cdli.earth/artifacts/512662
NIPPUR 356,1790,Rim-Sin,33,6,6,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2057,T23530,P512682,HS 2057,TMH 10 153,TMH 10 153,https://www.archibab.fr/texte/23530,https://cdli.earth/artifacts/512682
NIPPUR 360,1790,Rim-Sin,33,7,25,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2058,T23534,P512686,HS 2058,TMH 10 157,TMH 10 157,https://www.archibab.fr/texte/23534,https://cdli.earth/artifacts/512686
UR 822,1790,Rim-Sin,33,7-bis,13,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (shu-la),,,U 16597a,-,UM 52-30-136,T12329,P415196,UM 52-30-136 = U.16597a,UET 5 313,UET 5 313,https://www.archibab.fr/texte/12329,https://cdli.earth/artifacts/415196
NIPPUR 208,1790,Rim-Sin,33,8, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Marriage,,,-,-,HS 2388,T23254,P504271,HS 2388,TMH 10 3,TMH 10 3,https://www.archibab.fr/texte/23254,https://cdli.earth/artifacts/504271
UR 861,1790,Rim-Sin,33,8,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16596b,"1953-04-11, 0140",BM 131305,T12359,P415234,"BM 131305 = 1953-04-11, 140 = U.16596b",UET 5 352,UET 5 352,https://www.archibab.fr/texte/12359,https://cdli.earth/artifacts/415234
NIPPUR 4784,1790,Rim-Sin,33,ki 2 du6-ku3,20,"CRH (Expenditures, Ellitum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07435,-,P262436,-,"Robertson diss. p. 349, CBS 7435",-,,https://cdli.earth/artifacts/262436
NIPPUR 4860,1790,Rim-Sin,33,ki 2 NE-NE-gar,01,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07627,-,P262628,-,"Robertson diss. p. 308, CBS 07627",-,,https://cdli.earth/artifacts/262628
NIPPUR 3950,1790,Rim-Sin,33,ki 4 kin-{d}inanna,-,"CRH (Expenditures, Oil)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (oil),,,-,-,UM 29-15-918,-,P256568,-,"UM 29 diss. p. 290, -15-918",-,,https://cdli.earth/artifacts/256568
NIPPUR 11068,1790,Rim-Sin,33,ki 4 kin-{d}inanna,04,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07482bis,-,P499426,-,"Robertson diss. p. 253, CBS 07482",-,,https://cdli.earth/artifacts/499426
NIPPUR 4839,1790,Rim-Sin,33,ki 4 kin-{d}inanna,12,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07539,-,P262540,-,"Robertson diss. p. 240, CBS 7539",-,,https://cdli.earth/artifacts/262540
NIPPUR 4877,1790,Rim-Sin,33,ki 4 kin-{d}inanna,12,"CRH (Purchase, Animals)",Nippur's CRH (Penn Excav.),Administrative - receipt,,,-,-,CBS 07660,-,P262661,-,"Robertson diss. p. 194, CBS 7660",-,,https://cdli.earth/artifacts/262661
NIPPUR 4811,1790,Rim-Sin,33,ki 4 kin-{d}inanna,14,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07489,-,P262491,-,"Robertson diss. p. 240, CBS 7489",-,,https://cdli.earth/artifacts/262491
NIPPUR 3941,1790,Rim-Sin,33,ki 6 kin-{d}inanna,01,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,UM 29-15-880,-,P256557,-,"UM 29 diss. p. 312, -15-880",-,,https://cdli.earth/artifacts/256557
NIPPUR 4879,1790,Rim-Sin,33,ki 6 kin-{d}inanna,22,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07664,-,P262665,-,"Robertson diss. p. 247, CBS 7664",-,,https://cdli.earth/artifacts/262665
NIPPUR 4807,1790,Rim-Sin,33,ki 7 kin-{d}inanna,06,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07484,-,P262485,-,"Robertson diss. p. 241, CBS 7484",-,,https://cdli.earth/artifacts/262485
NIPPUR 4837,1790,Rim-Sin,33,ki 7 kin-{d}inanna,17,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07536,-,P262537,-,"ASJ 05 161, CBS 7536",-,,https://cdli.earth/artifacts/262537
NIPPUR 4813,1790,Rim-Sin,33,ki 7 kin-{d}inanna,20,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07493,-,P262495,-,Robertson diss. p. 220 CBS 7493,-,,https://cdli.earth/artifacts/262495
NIPPUR 5445,1789,Rim-Sin,34,-,-,"CRH (Deliveries, Emmer)",Nippur's CRH (Penn Excav.),Administrative - Delivery (barley),,,-,-,CBS 09890,-,P265185,-,"PBS 08 /1, 078",-,,https://cdli.earth/artifacts/265185
UR 943,1789,Rim-Sin,34,1,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 16596d,-,IM 057387,T12501,P415311,IM 57387 = U.16596d,UET 5 434,UET 5 434,https://www.archibab.fr/texte/12501,https://cdli.earth/artifacts/415311
UR 863,1789,Rim-Sin,34,10, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16593b,"1953-04-11, 0142",BM 131307,T12362,P415236,"BM 131307 = 1953-04-11, 142 = U.16593b",UET 5 354,UET 5 354,https://www.archibab.fr/texte/12362,https://cdli.earth/artifacts/415236
UR 945,1789,Rim-Sin,34,10, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 17249.25,-,IM 057389,T12503,P415313,"IM 57389 = U.17249,25",UET 5 436,UET 5 436,https://www.archibab.fr/texte/12503,https://cdli.earth/artifacts/415313
UR 826,1789,Rim-Sin,34,11, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16597h,"1953-04-11, 0129",BM 131294,T12333,P415200,"BM 131294 = 1953-04-11, 129 = U.16597h",UET 5 317,UET 5 317,https://www.archibab.fr/texte/12333,https://cdli.earth/artifacts/415200
UR 828,1789,Rim-Sin,34,12,4,Legal (Work hire),"Ur's Neighborhood (AH), Church Lane 1",Legal - Work hire,,,U -,"1953-04-11, 0131",BM 131296,T12335,P415202,"BM 131296 = 1953-04-11, 131",UET 5 319,UET 5 319,https://www.archibab.fr/texte/12335,https://cdli.earth/artifacts/415202
UR 751,1789,Rim-Sin,34,2,30,Legal (Work hire),"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Work hire,,,U 16828g,-,UM 52-30-117,T13050,P415127,UM 52-30-117 = U.16828G,UET 5 240,UET 5 240,https://www.archibab.fr/texte/13050,https://cdli.earth/artifacts/415127
NIPPUR 380,1789,Rim-Sin,34,2,9,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.)?,Administrative - Tag?,,,-,-,HS 2332,T23554,P512706,HS 2332,TMH 10 177,TMH 10 177,https://www.archibab.fr/texte/23554,https://cdli.earth/artifacts/512706
UR 700,1789,Rim-Sin,34,3, -,Mar-ersetim (and Ya'a),"Ur's Neighborhood (AH), Church Lane 2",administrative - Work Contract,,,U 16057c,"1953-04-11, 0099",BM 131264,T13021,P415080,"BM 131264 = 1953-04-11, 99 = U.16059c",UET 5 189,UET 5 189,https://www.archibab.fr/texte/13021,https://cdli.earth/artifacts/415080
UR 944,1789,Rim-Sin,34,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - payment (silver),,,U 16593c,-,IM 057388,T12502,P415312,IM 57388 = U.16593c,UET 5 435,UET 5 435,https://www.archibab.fr/texte/12502,https://cdli.earth/artifacts/415312
UR 960,1789,Rim-Sin,34,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 17249.07,-,UM 52-30-173,T12517,P415327,"UM 52-30-173 = U.17249,7",UET 5 451,UET 5 451,https://www.archibab.fr/texte/12517,https://cdli.earth/artifacts/415327
UR 711,1789,Rim-Sin,34,3,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane no. 3",Legal - Rental (House),,,U 16593a,-,IM 057272,T13031,P415090,IM 57252 = U.16593a,UET 5 200,UET 5 200,https://www.archibab.fr/texte/13031,https://cdli.earth/artifacts/415090
NIPPUR 298,1789,Rim-Sin,34,5, -,TA - House F?: Ilshu-muballit,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2231,T23469,P512624,HS 2231,TMH 10 93,TMH 10 93,https://www.archibab.fr/texte/23469,https://cdli.earth/artifacts/512624
UR 872,1789,Rim-Sin,34,5, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 17249.50,-,UM 52-30-150,T12370,P415245,"UM 52-30-150 = U.17249,50",UET 5 363,UET 5 363,https://www.archibab.fr/texte/12370,https://cdli.earth/artifacts/415245
UR 946,1789,Rim-Sin,34,5,30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 16597d,-,IM 057390,T12504,P415314,IM 57390 = U.16597d,UET 5 437,UET 5 437,https://www.archibab.fr/texte/12504,https://cdli.earth/artifacts/415314
UR 905,1789,Rim-Sin,34,6, -,Sin-imgur,UR (UET 5),Legal - Loan (dates),,,U -,-,UM 52-30-157,T12401,P415275,UM 52-30-157,UET 5 396,UET 5 396,https://www.archibab.fr/texte/12401,https://cdli.earth/artifacts/415275
UR 87,1789,Rim-Sin,34,6,-,"Sin-imguranni, son of Ipqusha",Ur's Extra-mural (EM)?,Legal - Royal Edict Issue,,,-,B 047,BM 033204,T22126,P498181,BM 33204 = B.47 // BM 33204-a = B.47-a,TS 024,HEO 12 24,https://www.archibab.fr/texte/22126,https://cdli.earth/artifacts/498181
NIPPUR 361,1789,Rim-Sin,34,6,15,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2034,T23535,P512687,HS 2034,TMH 10 158,TMH 10 158,https://www.archibab.fr/texte/23535,https://cdli.earth/artifacts/512687
NIPPUR 362,1789,Rim-Sin,34,6,18,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2048,T23536,P512688,HS 2048,TMH 10 159,TMH 10 159,https://www.archibab.fr/texte/23536,https://cdli.earth/artifacts/512688
NIPPUR 363,1789,Rim-Sin,34,6,22,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2033,T23537,P512689,HS 2033,TMH 10 160,TMH 10 160,https://www.archibab.fr/texte/23537,https://cdli.earth/artifacts/512689
UR 286,1789,Rim-Sin,34,6,4,Administrative (satukku),Ur (unprov),Administrative - Delivery,,,U -,-,IM 090255,T22559,P448737,IM 90255,Nisaba 19 17,Nisaba 19 17,https://www.archibab.fr/texte/22559,https://cdli.earth/artifacts/448737
UR 486,1789,Rim-Sin,34,8, -,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,unknown,T6350,P412498,-,SVJAD 017,SVJAD 17,https://www.archibab.fr/texte/6350,https://cdli.earth/artifacts/412498
NIPPUR 4778,1789,Rim-Sin,34,ki 19 kin-{d}inanna,20,"CRH (Expenditures, Ibbi-Illabrat)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07426,-,P262427,-,"Robertson diss. p. 357, CBS 07426",-,,https://cdli.earth/artifacts/262427
NIPPUR 4870,1789,Rim-Sin,34,ki 5 kin-{d}inanna,15,"CRH (Expenditures, Asses of Enlil)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07645,-,P262646,-,"Robertson diss. p. 343, CBS 7645",-,,https://cdli.earth/artifacts/262646
NIPPUR 11069,1789,Rim-Sin,34,ki 8 kin-{d}inanna,18,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07606,-,P499427,-,"Robertson diss. p. 254, CBS 07606",-,,https://cdli.earth/artifacts/499427
NIPPUR 4812,1789,Rim-Sin,34,ki 8 kin-{d}inanna,20,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07490,-,P262492,-,"Robertson diss. p. 249, CBS 7490",-,,https://cdli.earth/artifacts/262492
NIPPUR 8381,1789,-,-,-,-,TA - House K?: Ninlil-Zimu?,Nippur's Tablet Hill (TA),Legal - Inheritance,,,-,-,Ist Ni 09215,-,P313152,-,ARN 031,-,,https://cdli.earth/artifacts/313152
NIPPUR 496,1788,Rim-Sin,35,-,-,"TA - Legal (Family, Inheritance)","Nippur (TIM 4, purchased by S. David)",Legal - Inheritance,,,-,-,IM 010899,-,P223283,-,TIM 04 20,-,,https://cdli.earth/artifacts/223283
UR 1553,1788,Rim-Sin,35,-, -,legal (Lawsuit),Ur (unprov),Legal - Lawsuit,,,-,-,uncertain,T24280,P528368,s. n.,RA 012 115-116,Scheil RA 12,https://www.archibab.fr/texte/24280,https://cdli.earth/artifacts/528368
UR 958,1788,Rim-Sin,35,-, -,"Ela, son of Ur-Damu (shatammum)","Ur's Extra-mural (EM), Quiet Street",Administrative - receipt,,,U 08809,-,UM 52-30-171,T6223,P283690,UM 52-30-171 = U.8809,UET 5 449,UET 5 449,https://www.archibab.fr/texte/6223,https://cdli.earth/artifacts/283690
UR 99,1788,Rim-Sin,35,1,-,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - Adoption,,,-,B 042,BM 033199,T22157,P498252,BM 33199 = B.42 // BM 33199-a = B.42-a // K.14844,TS 097,HEO 12 97,https://www.archibab.fr/texte/22157,https://cdli.earth/artifacts/498252
NIPPUR 266,1788,Rim-Sin,35,10, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Prebend),,,-,-,HS 2396,T23431,P512592,HS 2396,TMH 10 55,TMH 10 55,https://www.archibab.fr/texte/23431,https://cdli.earth/artifacts/512592
UR 829,1788,Rim-Sin,35,10, -,Dumuzi-Gamil?,"Ur's Neighborhood (AH), Niche Lane 3?",Legal - Claim (silver),,,U -,"1953-04-11, 0132",BM 131297,T12336,P415203,"BM 131297 = 1953-04-11, 132",UET 5 320,UET 5 320,https://www.archibab.fr/texte/12336,https://cdli.earth/artifacts/415203
UR 635,1788,Rim-Sin,35,11, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - restitution,,,U 07836?,-,UM 52-30-089,T6211,P283670,UM 52-30-89 = U.7836?,UET 5 124,UET 5 124,https://www.archibab.fr/texte/6211,https://cdli.earth/artifacts/283670
UR 827,1788,Rim-Sin,35,11, -,Warad-Sin,"Ur's Neighborhood (AH), House no 1",Legal - Loan (shu-la),,,U 17249.55,"1953-04-11, 0130",BM 131295,T12334,P415201,"BM 131295 = 1953-04-11, 130 = U.17249, 55",UET 5 318,UET 5 318,https://www.archibab.fr/texte/12334,https://cdli.earth/artifacts/415201
UR 250,1788,Rim-Sin,35,12, -,Addu-gugal,Ur's City Wall (CLW),Legal - Sale (Land),,,U -,-,IM 090443,T22519,P381982,IM 90443,"Nisaba 12 /4, 06",Nisaba 12 IV 6,https://www.archibab.fr/texte/22519,https://cdli.earth/artifacts/381982
UR 251,1788,Rim-Sin,35,12,-,legal (simdatum case),Ur (unprov),Legal - Sale (Land),,,U -,-,IM 090206,T22520,P381983,IM 90206,"Nisaba 12 /4, 07",Nisaba 12 IV 7,https://www.archibab.fr/texte/22520,https://cdli.earth/artifacts/381983
UR 763,1788,Rim-Sin,35,12, -,Addu-gugal,Ur's City Wall (CLW),Legal - Simdat sharri complication,,,U 13022,-,IM 057301,T13060,P415140,IM 57301 = U.13022,Nisaba 12 p. 147,UET 5 253,https://www.archibab.fr/texte/13060,https://cdli.earth/artifacts/415140
UR 483,1788,Rim-Sin,35,12,20,Sin-ishmeanni (simdat sharri),Nippur (PBS 8),Legal - Proceedings,,,-,-,CBS 07742,T5549,P262755,CBS 7742,"PBS 08 /2, 264",PBS 8/2 264,https://www.archibab.fr/texte/5549,https://cdli.earth/artifacts/262755
UR 88,1788,Rim-Sin,35,12,30,"Sin-imguranni, son of Ipqusha",Ur's Extra-mural (EM)?,Legal - Proceedings,,,-,B 038,BM 033195,T22127,P498182,BM 33195 = B.38 // BM 33195-a = B.38-a,TS 025,HEO 12 25,https://www.archibab.fr/texte/22127,https://cdli.earth/artifacts/498182
NIPPUR 4819,1788,Rim-Sin,35,3,-,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07504,-,P262506,-,"Robertson diss. p. 284, CBS 07504",-,,https://cdli.earth/artifacts/262506
